"","decimalLatitude","decimalLongitude","eventDate","scientificName","taxonConceptID","recordID","data_resource"
"2480",-42.1329746944935,146.43477600731,"2006-02-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","01558cf1-cc6b-4155-b757-63c0d66ef506","Tasmanian Natural Values Atlas"
"2481",-43.1651774811893,146.834702271697,"1971-02-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","0143ee57-9def-4905-b6ed-9336708a774d","Tasmanian Natural Values Atlas"
"2482",-42.1332712373946,146.434640271212,"2006-02-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","004ec933-ef80-4155-9207-d1bd618be9f4","Tasmanian Natural Values Atlas"
"2483",-42.6061109790844,146.762212677279,"2007-02-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","0011aab8-4819-48ea-8cc0-bcbd90e3c43b","Tasmanian Natural Values Atlas"
"2484",-41.758073981954,147.789261512117,"1996-06-30","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ff3b69e1-22eb-4ec4-bc60-9c9342a352b5","Tasmanian Natural Values Atlas"
"2485",-42.0435414316912,146.138004646503,"2004-06-05","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ff30928b-0736-44d2-8f9a-181a7f3e77b0","Tasmanian Natural Values Atlas"
"2486",NA,NA,"1982-06-30","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ff16ed55-05d8-4754-a044-50ce59bee422","Australian National Wildlife Collection provider for OZCAM"
"2487",-43.0587573833826,147.237048312534,"2011-06-19","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fe39e69e-9c36-4f31-b13a-b7cc71f743d0","Tasmanian Natural Values Atlas"
"2488",-42.9488058640964,146.82297488948,"2008-06-02","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fda3ed22-e381-4d2d-a16c-9d7da6fc5584","Tasmanian Natural Values Atlas"
"2489",-42.6388225351318,146.796460647361,"2005-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fd004f45-8005-4016-b719-75306b3395e7","Tasmanian Natural Values Atlas"
"2490",-41.7984981838947,147.567992658423,"1979-06-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fcd56452-f4f0-4a84-af83-4f69644b7c62","Tasmanian Natural Values Atlas"
"2491",-42.8727427325244,147.758149141441,"2008-06-07","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fc8ef1b8-bde1-4f5b-930c-d70b52f14c79","Tasmanian Natural Values Atlas"
"2492",-42.1443992606807,146.344211540596,"1996-06-10","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fc61ea10-2d10-412f-b270-87137c4e18cb","Tasmanian Natural Values Atlas"
"2493",-42.6388225351318,146.796460647361,"2005-06-21","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fbfb40f9-5302-43c3-9929-1a3fdd497b50","Tasmanian Natural Values Atlas"
"2494",-42.8784462169734,147.752206921555,"2008-06-02","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fbc1b8ef-5b80-4c3a-8148-865916cdfbbb","Tasmanian Natural Values Atlas"
"2495",-42.6388225351318,146.796460647361,"2005-06-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fba87bf1-bd94-4de5-9de4-a006b839342a","Tasmanian Natural Values Atlas"
"2496",-42.9439212320322,146.78402218271,"2008-06-04","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fb902a6c-41e2-42ff-9455-342b2d9d5b05","Tasmanian Natural Values Atlas"
"2497",-42.6211574972767,146.779214871455,"2005-06-28","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fb4850f2-9900-4446-ab57-094dfe0da598","Tasmanian Natural Values Atlas"
"2498",-42.8873718816238,147.777591639224,"2008-06-02","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","fa5011d0-3c4d-440d-bdbf-7075a31b7542","Tasmanian Natural Values Atlas"
"2499",-42.8829376467644,147.795169283429,"2008-06-05","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f9250df1-5cc0-454d-9831-120908dfde68","Tasmanian Natural Values Atlas"
"2500",-42.4984907855735,147.834676436157,"1968-06-08","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f7c0ac5d-57e8-4d05-8de6-8f26070a0db9","Tasmanian Natural Values Atlas"
"2501",-43.0498260051153,147.120858328333,"2011-06-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f706bc3d-26c8-4569-aa26-af2289a44994","Tasmanian Natural Values Atlas"
"2502",-42.1465823868083,148.280704185917,"2009-06-30","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f4e41a52-5ba7-4bac-9946-21fb885ea123","Tasmanian Natural Values Atlas"
"2503",-42.1345248689234,146.229216808434,"2000-06-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f46b061a-c639-426d-b728-d0e176fb8b0b","Tasmanian Natural Values Atlas"
"2504",-41.4959145041058,146.082431835422,"1996-06-30","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f3f3ace9-488b-43bf-8c92-4f7e4cc0ccbf","Tasmanian Natural Values Atlas"
"2505",-30.3021144,152.8817865,"2014-06-16","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f3c7c872-8161-4606-a143-c9c3133c8a22","OEH Atlas of NSW Wildlife"
"2506",-42.8972528473391,147.837278789058,"2007-06-05","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f2a3eade-032c-45ab-934c-2837d8a93817","Tasmanian Natural Values Atlas"
"2507",-42.6416008593284,146.804258323659,"2005-06-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f25b2680-dc27-43d4-b90c-f42a82226b7e","Tasmanian Natural Values Atlas"
"2508",-42.6232061449323,146.781487990525,"2009-06-17","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f1b84e04-8d87-4268-a24c-b256457011fe","Tasmanian Natural Values Atlas"
"2509",-31.4,152.9,"2015-06-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f12e87f7-3966-4a4b-b135-dffa4b6839de","OEH Atlas of NSW Wildlife"
"2510",-42.8556065183372,147.819469801381,"2008-06-07","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f0c2a346-19be-479c-abd1-ae38a97bb7c9","Tasmanian Natural Values Atlas"
"2511",-42.6120074635287,146.769932320594,"2005-06-29","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f05f5c47-785a-4b44-bf5d-80dcd35d00d3","Tasmanian Natural Values Atlas"
"2512",-42.8601885297669,147.815919340384,"2009-06-16","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","f0327f37-ba42-4877-bf8f-8ada70a6dd03","Tasmanian Natural Values Atlas"
"2513",-42.6342318048757,146.808147734524,"2004-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ef1a42a3-54c9-4651-8b49-e8229c2ef822","Tasmanian Natural Values Atlas"
"2514",-42.8280124127723,147.041744499677,"1984-06-30","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ee69bc26-80f8-4fe2-9855-dec09b133956","Tasmanian Natural Values Atlas"
"2515",-42.6056363241452,146.767895487285,"2005-06-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ede24e37-1529-4ff2-9693-961845c8b50d","Tasmanian Natural Values Atlas"
"2516",-42.6057258574814,146.763238187208,"2005-06-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ed6d9995-4a25-419c-881d-dc6d88e6ac6b","Tasmanian Natural Values Atlas"
"2517",-40.96665,148.01666,"1964-06-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ecea8cc7-7ef8-4eb3-9bf5-6399ed40dfe1","Queen Victoria Museum Art Gallery provider for OZCAM"
"2518",-42.6388225351318,146.796460647361,"2005-06-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ec810c6f-860d-47ef-bd15-3172d968a1c9","Tasmanian Natural Values Atlas"
"2519",-42.8705715640038,147.788938022266,"2008-06-05","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ebbd74d0-c197-4664-a016-6ddc99d314df","Tasmanian Natural Values Atlas"
"2520",-42.8759374525485,147.799499473728,"2008-06-06","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","eb523a98-bae4-4f63-9abb-ac2d6782dfd9","Tasmanian Natural Values Atlas"
"2521",-42.6120074635287,146.769932320594,"2005-06-28","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","eb33c76a-2b68-4995-8044-baa773b6f924","Tasmanian Natural Values Atlas"
"2522",-43.1080789934221,147.065814259752,"2011-06-21","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","eb0a2461-a2cc-49d6-893c-a5564899b8b6","Tasmanian Natural Values Atlas"
"2523",-42.9429361208467,146.782150253486,"2008-06-02","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ea359838-1298-4992-8fa4-300e0fefacb7","Tasmanian Natural Values Atlas"
"2524",-42.6155085968421,146.773406609517,"2005-06-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e953d13f-db1f-49c4-a0de-adda63ec00c1","Tasmanian Natural Values Atlas"
"2525",-42.6268850810483,146.793694658702,"2004-06-21","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e8871c7b-7525-4c5c-b2dd-a2808197c6cd","Tasmanian Natural Values Atlas"
"2526",-42.8593646249599,147.81401118206,"2008-06-07","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e831e526-7ad3-4fa4-8871-7af7c134dca8","Tasmanian Natural Values Atlas"
"2527",-43.0503668609589,147.120331405577,"2011-06-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e790bf2a-fa1b-4132-81a5-a269fbabddfd","Tasmanian Natural Values Atlas"
"2528",-40.96665,148.01666,"1964-06-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e732fd8f-3b73-4dbe-ac79-61fb145b4832","Queen Victoria Museum Art Gallery provider for OZCAM"
"2529",-42.8706084327989,147.332936620015,"2012-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e6f5e8ee-e0b5-46d1-9779-82c91b11c91c","Tasmanian Natural Values Atlas"
"2530",-41.7548716296799,146.179190792936,"2008-06-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e6297178-27de-4938-8283-aac0ba0c5d43","Tasmanian Natural Values Atlas"
"2531",-43.0498260051153,147.120858328333,"2011-06-19","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e5347bd3-7265-4546-a32d-7f8e18cf631e","Tasmanian Natural Values Atlas"
"2532",-42.9012018196214,147.270471732025,"2011-06-01","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e44fee41-896d-4b0b-9901-05ab0c732dba","Tasmanian Natural Values Atlas"
"2533",NA,NA,"1982-06-19","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e43fdd86-6831-4662-8323-5f2d559b46b5","Australian National Wildlife Collection provider for OZCAM"
"2534",-43.107772854602,147.065764771036,"2011-06-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e410f9ca-e62b-4637-9229-960bf0d79d60","Tasmanian Natural Values Atlas"
"2535",-42.87811328262,147.79740928119,"2008-06-06","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e3fcd0e1-9ade-494f-bb5c-c7b4c26a5359","Tasmanian Natural Values Atlas"
"2536",-42.6408525250973,146.783743848245,"2005-06-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e39670f8-d71a-416b-be66-47c5d112c485","Tasmanian Natural Values Atlas"
"2537",-40.96665,148.01666,"1964-06-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e33a1e9c-2025-4426-8ab2-d0158e73cdaf","Queen Victoria Museum Art Gallery provider for OZCAM"
"2538",-42.6232061449323,146.781487990525,"2005-06-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e2e7d2cf-ac55-41bb-8fa8-cb3feb8b8d52","Tasmanian Natural Values Atlas"
"2539",-42.9764328363495,146.840813355178,"2008-06-03","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e280ebe5-ffb4-4b08-b57e-2b6881fc5ba5","Tasmanian Natural Values Atlas"
"2540",-42.8732612189846,147.765489323658,"2006-06-12","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e0b7cdda-78a9-4990-bef5-7f4ed02bd825","Tasmanian Natural Values Atlas"
"2541",-42.9371127646747,146.793483239688,"2008-06-03","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e0a6f08f-895e-45e5-8d95-00b4167cdd6e","Tasmanian Natural Values Atlas"
"2542",-42.9429361208467,146.782150253486,"2008-06-05","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e0a58967-760a-40dd-b3b1-01b2a5bbb78c","Tasmanian Natural Values Atlas"
"2543",-42.6120074635287,146.769932320594,"2005-06-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","e05fd04c-4ab3-4039-81d6-15d895b211ff","Tasmanian Natural Values Atlas"
"2544",-42.8779025815212,147.801790053945,"2009-06-10","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","dffd61eb-b19d-4a3a-a75c-23185f16729e","Tasmanian Natural Values Atlas"
"2545",-42.6410755855608,146.764421579229,"2005-06-27","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","de502b6a-572c-4803-833e-4bb2cc56951f","Tasmanian Natural Values Atlas"
"2546",-42.6384343469194,146.767566274006,"2005-06-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","de17e9e6-b862-451e-af06-a2ad962e25e6","Tasmanian Natural Values Atlas"
"2547",-42.8028320830331,146.095155579595,"1996-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","ddbaae5e-0270-400e-9b48-1c2283673b5e","Tasmanian Natural Values Atlas"
"2548",-42.6216835687688,146.785931977785,"2005-06-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","dd926be6-fb2c-4fe4-b563-b8dc257b3345","Tasmanian Natural Values Atlas"
"2549",-41.9818253133065,147.684669786064,"1974-06-13","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","dd066a5e-287e-4df9-a3dc-3582fb73de10","Tasmanian Natural Values Atlas"
"2550",-31.4216472,151.2163471,"2015-06-24","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","dd05c16f-37b4-4586-bf36-f2614531992d","OEH Atlas of NSW Wildlife"
"2551",-41.6507194451699,145.96254940909,"1996-06-12","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","dc787474-5044-4c12-9fc0-db200332fb8d","Tasmanian Natural Values Atlas"
"2552",-41.9651615574678,147.701326266026,"1977-06-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","dc4f4602-3583-4310-a229-5ad81c327db5","Tasmanian Natural Values Atlas"
"2553",-42.6189413291684,146.769675117548,"2005-06-26","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","db7a80a9-af3c-46b2-b0bd-d09a12cec02c","Tasmanian Natural Values Atlas"
"2554",-42.6302502748103,146.787170987471,"2005-06-28","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","dab3bfef-7e8d-403c-bafe-151499db50be","Tasmanian Natural Values Atlas"
"2555",-42.0151636717557,147.334669894263,"1979-06-16","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d9f2199d-1064-4159-b121-0b7b16de176c","Tasmanian Natural Values Atlas"
"2556",-32.35,138.0333,"1909-06-29","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d9e38b8e-279a-4e14-a9c0-c46af807226f","South Australian Museum Australia provider for OZCAM"
"2557",-42.6155085968421,146.773406609517,"2005-06-20","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d95f4b52-7f97-4670-a7bf-b25ceda025ff","Tasmanian Natural Values Atlas"
"2558",-42.8784462169734,147.752206921555,"2008-06-04","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d93ee8a3-c98b-426c-9e88-1b9a6d590240","Tasmanian Natural Values Atlas"
"2559",-42.6106699057268,146.76759638331,"2005-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d930507f-7af3-4325-9e1f-c4812168f026","Tasmanian Natural Values Atlas"
"2560",-42.6571730418361,146.677489307537,"2005-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d862923a-012f-4076-8f65-23ccc116d35e","Tasmanian Natural Values Atlas"
"2561",-42.6388225351318,146.796460647361,"2005-06-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d809f755-ce93-40fb-a0d6-6fe34d668740","Tasmanian Natural Values Atlas"
"2562",-42.626839643541,146.783706992626,"2005-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d6bcfefd-ff6f-44ce-8806-6a557a606b26","Tasmanian Natural Values Atlas"
"2563",-42.87811328262,147.79740928119,"2006-06-19","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d6852f52-b90d-4542-886c-544a999d9b06","Tasmanian Natural Values Atlas"
"2564",-42.6394756533812,146.799129793861,"2005-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d64a8bac-fe0b-49f5-9769-2675ac654469","Tasmanian Natural Values Atlas"
"2565",-41.3828419632239,147.770570823443,"2008-06-12","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d5f29b44-37ad-4bb0-b8ab-a3c786e6d245","Tasmanian Natural Values Atlas"
"2566",-41.5068476828737,147.631627986546,"1996-06-28","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d596328a-46c5-47e1-9baf-4b7d01e1c4b9","Tasmanian Natural Values Atlas"
"2567",-42.9579744545407,146.812502812685,"2008-06-05","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d57182bd-0c7c-446f-a7ae-5380b0c00e0c","Tasmanian Natural Values Atlas"
"2568",-42.6385672057858,146.770932268602,"2005-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d4d3a42d-9b8e-44ac-a1dd-1243ec980e36","Tasmanian Natural Values Atlas"
"2569",-40.9211907879862,147.658084972403,"1996-06-07","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d4b58ae2-c5d2-4d76-a7c4-11f0a68f7b02","Tasmanian Natural Values Atlas"
"2570",-42.9447364611075,146.791447496409,"2008-06-05","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d4461916-fa4a-4833-96f2-85fd81ec5ba6","Tasmanian Natural Values Atlas"
"2571",-40.9358959377184,147.604776355088,"1996-06-07","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d2f8d21e-9773-4db7-9115-d9c553184338","Tasmanian Natural Values Atlas"
"2572",NA,NA,"1982-06-25","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d2b59ce2-41ab-467f-80e1-f3a749a629db","Australian National Wildlife Collection provider for OZCAM"
"2573",-40.86562,148.156172,"1966-06-13","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d1cbee79-c9e6-4b89-971e-d090b4261c28","Australian National Wildlife Collection provider for OZCAM"
"2574",-41.6259472570703,146.194825414646,"2008-06-22","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d1bf952c-7466-44b9-8d8e-0b41996c4466","Tasmanian Natural Values Atlas"
"2575",-42.8672442515687,147.749377586029,"2008-06-02","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d1b3fa5a-216c-4f96-b651-077e41ce915e","Tasmanian Natural Values Atlas"
"2576",-42.8855122929027,147.772939337192,"2006-06-18","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d1a49f81-9374-4de4-82a4-029d5efd33e2","Tasmanian Natural Values Atlas"
"2577",-42.9764328363495,146.840813355178,"2008-06-02","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d1948388-afbe-48a8-b4dc-e007fe6eb697","Tasmanian Natural Values Atlas"
"2578",-41.4581838644308,147.635945034807,"1996-06-30","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d186bfa0-52e4-4dfd-bc3b-ac2ee85ee0ee","Tasmanian Natural Values Atlas"
"2579",-42.6065096260412,146.791165186438,"2004-06-30","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d13e5223-29b1-4163-ad34-77136539a196","Tasmanian Natural Values Atlas"
"2580",-43.1453403592044,147.358010683346,"1996-06-09","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d08029c1-e406-4aa0-bf09-75df9d1872a9","Tasmanian Natural Values Atlas"
"2581",-42.6155085968421,146.773406609517,"2005-06-27","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","d03f7225-2c46-4da8-8df7-1d943391be04","Tasmanian Natural Values Atlas"
"2582",-42.6571730418361,146.677489307537,"2005-06-23","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","cff917a3-dd23-489a-8128-76bdaa0b50bd","Tasmanian Natural Values Atlas"
"2583",-42.1345167344044,146.22800689397,"2000-06-25","Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","cfb9f321-d0b1-4a4b-a43c-478e13ae9bef","Tasmanian Natural Values Atlas"
